id,type,question,answer,answer_value,statements,coefs
1804,factoid,Which river runs through Dublin?,Liffey|Dodder|Tolka,Liffey,Liffey  river runs through Dublin,13
2058,factoid,"What is the motto of the ""New York Times""?",all the news that's fit to print,all the news that's fit to print,all the news that's fit to print is the motto of the `` New York Times '',0
2264,factoid,How old was Elvis when he died?,42,42,Elvis when he died   42 old,4
1827,factoid,Where was the battle of Alamo fought?,San Antonio|Texas,Texas,the battle of Alamo fought  in Texas ,61
10060,factoid,how many countries are in european union?,\b2[78]\b,28,countries are in european union   28 many,18
1858,factoid,Tell me where the DuPont company is located.,Wilmington|Delaware|United States,Delaware,the DuPont company is located   Delaware ,6
1779,factoid,What is Australia's oldest city?,Sydney,Sydney,Sydney is Australia 's oldest city,180
2241,factoid,How tall is the green monster at Fenway?,(37|thirty.seven)\s*f(ee|oo)?t|11.*m|the 37\-foot\-tall,thirtyTseven ft,tall is the green monster at Fenway   thirtyTseven ft ,18
1891,factoid,Who was the first black heavyweight champion?,Jack Johnson|Johnson,Johnson,Johnson  was the first black heavyweight champion,5
1666,factoid,What is the name of the US military base in Cuba?,Guant[aá]namo,Guantánamo,Guantánamo is the name of the US military base in Cuba,14
10084,factoid,what is the national anthem of usa?,"The Star-Spangled Banner|the American national anthem\,",The Star-Spangled Banner,The Star-Spangled Banner is the national anthem of usa,25
2277,factoid,In which country is Timbuktu?,Mali,Mali,Mali  country is Timbuktu,53
1835,factoid,Who was Sherlock Holmes' arch enemy?,Moriarty,Moriarty,Moriarty  was Sherlock Holmes ' arch enemy,13
1959,factoid,What does cc mean in letter writing?,carbon copy,carbon copy,carbon copy does cc mean in letter writing,26
1396,factoid,What is the name of the volcano that destroyed the ancient city of Pompeii?,Vesuvius,Vesuvius,Vesuvius  destroyed the ancient city of Pompeii,37
1717,factoid,What city was the first in the world to have a population over one million?,London|Xi'an,London,London  city was the first in the world to have a population over one million,53
1657,factoid,What do the French call the English Channel?,La Manche,La Manche,La Manche  do the French call the English Channel,36
2382,factoid,What passage has the Ten Commandments?,Exodus|Deuteronomy,Exodus,Exodus  passage has the Ten Commandments,33
1823,factoid,What number did Michael Jordan wear?,(23|45)|Twenty-three,23,23  number did Michael Jordan wear,51
1516,factoid,What does CPR stand for?,Contraceptive Prevalence Rate|cardio\s?-?\s?pulm(o|i)nary resuscitation,Contraceptive Prevalence Rate,Contraceptive Prevalence Rate does CPR stand for,7
1655,factoid,Where was Abraham Lincoln born?,Kentucky|Larue County|Hardin County|Hodgenville,Hardin County,Abraham Lincoln born  in Hardin County ,2
1912,factoid,In which capital city is the River Seine?,Paris,Paris,Paris  capital city is the River Seine,390
1921,factoid,How did Virginia Woolf die?,river|drown|suicide,drown,Virginia Woolf die   drown ,17
1399,factoid,What mythical Scottish town appears for one day every 100 years?,Brigadoon|only one day,only one day,only one day  mythical Scottish town appears for one day every 100 years,0
1920,factoid,"When was ""Cold Mountain"" written?",1997,1997,`` Cold Mountain '' written  in 1997 ,4
1798,factoid,On what continent is Egypt located?,African?,African,African  continent is Egypt located,20
2139,factoid,What gas is 78 percent of the earth's atmosphere?,nitrogen,nitrogen,nitrogen  gas is 78 percent of the earth 's atmosphere,146
2311,factoid,How did the Lindy Hop get its name?,Lindbergh|Snowden,Snowden,the Lindy Hop get its name   Snowden ,24
2319,factoid,What common medicine discovered by native Americans is from the bark of a willow tree?,aspirin,aspirin,aspirin  common medicine discovered by native Americans is from the bark of a willow tree,53
2303,factoid,What is the longest river in the world?,Amazon|Nile,Nile,Nile is the longest river in the world,55
10026,factoid,What is the name of the computer which beat Kasparov at chess in 1997?,Deep Blue,Deep Blue,Deep Blue  beat Kasparov at chess in 1997,47
10100,factoid,who discovered transposable elements - transposons?,McClintock,McClintock,McClintock  transposons,15
1680,factoid,What country was ruled by King Arthur?,Britain|Engl(and|ish),Britain,Britain  country was ruled by King Arthur,29
1401,factoid,What is the democratic party symbol?,donkey,donkey,donkey is the democratic party symbol,0
1758,factoid,"What is the ""Sunflower State""?",Kansas,Kansas,Kansas is the `` Sunflower State '',182
1831,factoid,What is the name of Abbott and Costello's famous routine?,Who's on First,Who's on First,Who's on First is the name of Abbott and Costello 's famous routine,27
10075,factoid,what is the inode number of the root directory in the reiser4 file system?,-1\b,-1,-1 is the inode number of the root directory in the reiser4 file system,2
1435,factoid,What nation is home to the Kaaba?,Saudi Arabia,Saudi Arabia,Saudi Arabia  nation is home to the Kaaba,51
2048,factoid,When was MTV started?,1981,1981,MTV started  in 1981 ,18
10068,factoid,in which country was osama bin laden killed?,Pakistan,Pakistan,Pakistan  country was osama bin laden killed,110
2023,factoid,What continent is the world's largest dessert on?,Africa,Africa,Africa  continent is the world 's largest dessert on,0
1780,factoid,Who has the most no hitters in major league baseball?,Ryan,Ryan,Ryan has the most no hitters in major league baseball,22
1624,factoid,"What year did ""New Coke"" come out?",1985,1985,1985  year did `` New Coke '' come out,48
1668,factoid,What is the oldest national park in the U.S.?,Yellowstone,Yellowstone,Yellowstone is the oldest national park in the U.S.,55
1555,factoid,When was the Tet offensive in Vietnam?,1968,1968,the Tet offensive in Vietnam  in 1968 ,149
1559,factoid,Where did Dr. King give his speech in Washington?,Lincoln Memorial,Lincoln Memorial,Dr. King give his speech in Washington  in Lincoln Memorial ,15
1409,factoid,"Which vintage rock and roll singer was known as ""The Killer""?",Jerry Lee Lewis,Jerry Lee Lewis,Jerry Lee Lewis  vintage rock and roll singer was known as `` The Killer '',26
1493,factoid,When was Davy Crockett born?,1786|August 17,August 17,Davy Crockett born  in August 17 ,3
2016,factoid,What is the area of western Germany that is known for its rich coal deposits?,Ruhr,Ruhr,Ruhr  is known for its rich coal deposits,26
2027,factoid,When was OJ Simpson arrested for murder?,1994,1994,OJ Simpson arrested for murder  in 1994 ,73
1999,factoid,What is the state with the smallest population?,Wyoming|Pitcairn|Vatican,Pitcairn,Pitcairn is the state with the smallest population,34
1573,factoid,Who was the first head of the FBI?,Hoover,Hoover,Hoover  was the first head of the FBI,93
2299,factoid,How many mph do you have to go to break the sound barrier?,"763.035|about 750|761|770 mph|Mach\ 1\.012 or 1\,240\ km\/h \(776\.2\ mph\) while in a controlled dive through 41\,088\ feet \(12\,510\ m\)",770 mph,mph do you have to go to break the sound barrier   770 mph many,5
1880,factoid,When was King Louis XIV born?,1638,1638,King Louis XIV born  in 1638 ,34
1970,factoid,What is the national airline of Spain?,Iberia,Iberia,Iberia is the national airline of Spain,96
2310,factoid,How many American deaths were there in the Korean war?,"\b3[0-9],?[0-9]{3}\b|The casualty toll had been reported as 54\,246 until June 2000","The casualty toll had been reported as 54,246 until June 2000","deaths were there in the Korean war   The casualty toll had been reported as 54,246 until June 2000 American",13
2247,factoid,What major league baseball player has 511 pitching victories?,Cy Young,Cy Young,Cy Young  major league baseball player has 511 pitching victories,26
10095,factoid,where you can find pyramids?,Egypt,Egypt,you can find pyramids  in Egypt ,29
1953,factoid,How many NFL teams are there?,3[12],32,NFL teams are there   32 many,9
1474,factoid,What is the lowest point on dry land?,Dead Sea,Dead Sea,Dead Sea is the lowest point on dry land,0
2106,factoid,What is Barbie's full name?,(Barbie|Barbara) Millicent Roberts,Barbie Millicent Roberts,Barbie Millicent Roberts is Barbie 's full name,110
10033,factoid,When was Declaration of Independence signed?,1776|July 4,1776,Declaration of Independence signed  in 1776 ,37
1737,factoid,How much sleep should a child get at night?,((9|1[0-5])\s*(-|to)?\s*)+h(our)?,  9 1 0 5   s    to   s   h our  ,sleep should a child get at night     9 1 0 5   s    to   s   h our   much,41
2168,factoid,What country produces the most emeralds?,Colombia,Colombia,Colombia  country produces the most emeralds,64
2273,factoid,Which religion has the largest number of followers worldwide?,Christian|Roman Catholic,Roman Catholic,Roman Catholic  religion has the largest number of followers worldwide,22
10080,factoid,what is the name of Kirk's starship?,Enterprise,Enterprise,Enterprise is the name of Kirk 's starship,27
2262,factoid,How did Cincinnati get its name?,Cincinnatus|Arthur St. Clair,Arthur St Clair,Cincinnati get its name   Arthur St Clair ,17
1878,factoid,What year was the phonograph invented?,187(7|8),1878,1878  year was the phonograph invented,6
1551,factoid,What does DNA stand for?,deoxyribonucleic acid,deoxyribonucleic acid,deoxyribonucleic acid does DNA stand for,249
2072,factoid,How did Brandon Lee die?,shooting|gunshot|film|movie|Accident,Accident,Brandon Lee die   Accident ,18
10101,factoid,who invented dynamite ?,Alfred Nobel|Nobel,Nobel,Nobel  invented dynamite,39
1443,factoid,When did Bob Marley die?,1981,1981,Bob Marley die  in 1981 ,9
2179,factoid,What famous verse did Sarah Hale write in 1830?,Mary Had a Little Lamb|Mary's Lamb,Mary's Lamb,Mary's Lamb  famous verse did Sarah Hale write in 1830,2
2292,factoid,What do you call a bone doctor?,Orthopedic|Orthopedist|Orthopaedic surgery or orthopaedics,Orthopedic,Orthopedic  do you call a bone doctor,0
1586,factoid,When did the Golden Gate Bridge get finished?,193(7|0s),1930s,the Golden Gate Bridge get finished  in 1930s ,2
1802,factoid,How tall is Tom Cruise?,"5\s*(f(ee|oo)?t|')\s*7\s*(in(ch.*)?|"")","5 ' 7 ""","Tom Cruise is  5 ' 7 "" tall",119
1813,factoid,When were the first postage stamps issued in the United States?,1847,1847,the first postage stamps issued in the United States  in 1847 ,22
1455,factoid,The Hindenburg disaster took place in 1937 in which New Jersey town?,Lakehurst,Lakehurst,Lakehurst  New Jersey town,0
1693,factoid,When was Jackie Robinson born?,1919,1919,Jackie Robinson born  in 1919 ,3
1538,factoid,"Who is the evil H.R. Director in ""Dilbert""?",Catbert,Catbert,Catbert is Director in `` Dilbert '',6
2211,factoid,How large of a litter does a rat have at one time?,\b(7|seven|14|11|10|12)\b,14,of a litter does a rat have at one time   14 large,10
2381,factoid,What is Horatio's relationship to Hamlet?,friend,friend,friend is Horatio 's relationship to Hamlet,25
2251,factoid,How deep is the Grand Canyon?,"(1|a) mile|(6,?000|5,?700)\s*f(ee|oo|')?t|1,?[68]00\s*m|1.6\s*km","5,700 ft","the Grand Canyon is  5,700 ft deep",20
1575,factoid,What is the degree of tilt of Earth?,23.4?5,23.45,23.45 is the degree of tilt of Earth,41
1864,factoid,What was the name of the first child of English parents to be born in America?,Virginia Dare,Virginia Dare,Virginia Dare  was the name of the first child of English parents to be born in America,6
2039,factoid,What college did Allen Iverson go to?,Georgetown,Georgetown,Georgetown  college did Allen Iverson go to,0
2164,factoid,How did Julius Irving's son die?,cocaine|drown,cocaine,Julius Irving 's son die   cocaine ,10
1619,factoid,Which baseball star stole 130 bases in 1982?,Henderson,Henderson,Henderson  baseball star stole 130 bases in 1982,56
10042,factoid,Which space shuttle exploded?,((Columbia|Challenger).*){2}|the Challenger Space Shuttle|The space shuttle Challenger,the Challenger Space Shuttle,the Challenger Space Shuttle  space shuttle exploded,26
10085,factoid,what is the nearest planet to the sun?,Mercury,Mercury,Mercury is the nearest planet to the sun,147
1512,factoid,What is the age of our solar system?,4.(5[0-9]*|6) billion years,4  5 0 9   6  billion years,4  5 0 9   6  billion years is the age of our solar system,17
2178,factoid,How high is Mt. Hood?,"11,?24[0-9]\s*f(oo|ee)?t|3,?429\s*m|11\,250 feet",11244 foot,Hood is  11244 foot high,5
2013,factoid,How many stripes are on the American flag?,13|thirteen,thirteen,stripes are on the American flag   thirteen many,0
2340,factoid,What instrument did the jazz musician Art Tatum play?,pian(o|ist),piano,piano  instrument did the jazz musician Art Tatum play,90
2350,factoid,How big is the killer whale?,\b[68]\s*m|2[0-6]\s*f(ee|oo)?t|\b[56]\b(\s*t|.*ton),8 m,the killer whale is  8 m big,1
1661,factoid,"What does ""E Pluribus Unum"" mean?","out of .*many\s?, one",out of   many s   one,out of   many s   one does `` E Pluribus Unum '' mean,1
1440,factoid,Who was the lead singer for the Commodores?,Lionel Richie,Lionel Richie,Lionel Richie  was the lead singer for the Commodores,49
1950,factoid,Who created the literary character Phineas Fogg?,Verne,Verne,Verne  created the literary character Phineas Fogg,6
1996,factoid,What city is Duke University in?,Durham,Durham,Durham  city is Duke University in,0
1937,factoid,How fast can a nuclear submarine travel?,(25|30|33)\s*knots|29\s*(mph|miles per hour)|46\s*(kph|kilometers per hour),46 kph,fast can a nuclear submarine travel   46 kph ,0
1814,factoid,What gift is proper for a 1st anniversary?,paper|plastic|clock,clock,clock  gift is proper for a 1st anniversary,0
1740,factoid,What is the Stanley Cup made of?,silver,silver,silver is the Stanley Cup made of,6
1517,factoid,What is the state bird of Alaska?,willow ptarmigans?|\(Lagopus lagopus\),willow ptarmigan,willow ptarmigan is the state bird of Alaska,28
10030,factoid,What language is spoken in Latin America?,((spanish|portuguese).*){2}|spanish|portuguese|Romance languages,portuguese,portuguese  language is spoken in Latin America,50
1433,factoid,What is the height of the tallest redwood?,367 1/2|367.5|370\s?-\s?foot(-tall)?|379\s*f(ee|oo)?t|115.5\s*m|93\.6 m|379\.7 feet|115\.7 meters,115.7 meters,115.7 meters is the height of the tallest redwood,1
10050,factoid,"Who wrote ""Strange Case of Dr Jekyll and Mr Hyde"" ?",Stevenson,Stevenson,Stevenson  wrote `` Strange Case of Dr Jekyll and Mr Hyde '',61
1747,factoid,Where is the national hurricane center located?,Miami|Florida,Florida,the national hurricane center located is in Florida ,4
2347,factoid,Where is Mount Olympus?,Greece|the Balkans,the Balkans,Mount Olympus is in the Balkans ,4
1810,factoid,Where are the British Crown jewels kept?,London Tower|Tower of London|London|the Tower,London Tower,are the British Crown jewels kept  in London Tower ,88
2161,factoid,What is the nickname for the national New Zealand basketball team?,Tall Blacks|Kiwis,Tall Blacks,Tall Blacks is the nickname for the national New Zealand basketball team,13
1578,factoid,How tall is the Sphinx?,20 met(er|re)s?|20\s*m|66\s*f(ee|oo)?t,66 ft,tall is the Sphinx   66 ft ,1
10072,factoid,what is the atomic number of Uranium?,\b92\b,92,92 is the atomic number of Uranium,2
2192,factoid,How did Malcolm X die?,assassin|murder|shot,murder,Malcolm X die   murder ,24
1939,factoid,How did Einstein die?,"abdominal.*aneurysm|Ulm\, Wurttemberg\, Germany Location of death","Ulm, Wurttemberg, Germany Location of death","Einstein die   Ulm, Wurttemberg, Germany Location of death ",5
1984,factoid,What are people born 1965 through 1980 called?,Generation X|1963\–1980,Generation X,Generation X  are people born 1965 through 1980 called,3
2087,factoid,What Canadian city has the largest population?,Toronto,Toronto,Toronto  Canadian city has the largest population,170
1925,factoid,What did Ozzy Osbourne bite the head off of?,bat|\– Ozzy Osbourne,– Ozzy Osbourne,– Ozzy Osbourne  did Ozzy Osbourne bite the head off of,0
2356,factoid,What instrument did Louis Armstrong play?,"cornet|trumpet|August 4\, 1901","August 4, 1901","August 4, 1901  instrument did Louis Armstrong play",53
1968,factoid,What fruit's stone does Laetrile come from?,apricot|the seeds of stone fruits of the Prunus genus,apricot,apricot  fruit 's stone does Laetrile come from,22
2044,factoid,"What museum in Philadelphia was used in ""Rocky""?",Art\s+Museum|Museum of Art,Art Museum,Art Museum  museum in Philadelphia was used in `` Rocky '',11
1938,factoid,How many floors are in the Empire State Building?,102|104 floors|more than 100 floors,102,floors are in the Empire State Building   102 many,23
1449,factoid,What college did Magic Johnson attend?,Michigan State,Michigan State,Michigan State  college did Magic Johnson attend,0
1735,factoid,What city is Southwestern University in?,"Georgetown,?",Georgetown,Georgetown  city is Southwestern University in,101
2184,factoid,What Liverpool club spawned the Beatles?,Cavern,Cavern,Cavern  Liverpool club spawned the Beatles,38
10078,factoid,what is the moon of mars?,((Phobos|Deimos).*){2},  Phobos Deimos     2 ,  Phobos Deimos     2  is the moon of mars,12
1896,factoid,What was the Hunchback of Notre Dame's real name?,Quasimodo,Quasimodo,Quasimodo  was the Hunchback of Notre Dame 's real name,113
1746,factoid,Who stabbed Monica Seles?,Parche|Graf fan|fan of (Steffi )?Graf|Graf,Parche,Parche  stabbed Monica Seles,0
1757,factoid,When did the battle of Iwo Jima take place?,1944|1945,1945,the battle of Iwo Jima take place  in 1945 ,0
2260,factoid,When was the hot air balloon invented?,1783,1783,the hot air balloon invented  in 1783 ,102
1605,factoid,How far would you run if you participate in a marathon?,26(.2)?\s?-?\s?miles?|42.195 kilometers,26 - mile,far would you run if you participate in a marathon   26 - mile ,10
2352,factoid,What engineer designed the Erie Canal?,Benjamin Wright,Benjamin Wright,Benjamin Wright  engineer designed the Erie Canal,8
1805,factoid,Who was elected President of South Africa in 1994?,Mandela,Mandela,Mandela  was elected President of South Africa in 1994,97
2358,factoid,"Who was responsible for the killing of Duncan in ""Macbeth""?",Macbeth,Macbeth,Macbeth  was responsible for the killing of Duncan in `` Macbeth '',29
1472,factoid,"How do you say ""house"" in Spanish?",casa,casa,do you say `` house '' in Spanish   casa ,9
2045,factoid,When was the city of New Orleans founded?,1718,1718,the city of New Orleans founded  in 1718 ,406
2370,factoid,When was the first potato chip made?,1853,1853,the first potato chip made  in 1853 ,24
10043,factoid,Who discovered polarography?,Heyrovsk[yý],Heyrovský,Heyrovský  discovered polarography,3
2296,factoid,What national monument was designated as the first national monument in 1906?,Devils Tower,Devils Tower,Devils Tower  national monument was designated as the first national monument in 1906,38
1753,factoid,"When was the Vietnam Veterans Memorial in Washington, D.C. built?",1982,1982,D.C. built  in 1982 ,0
1561,factoid,When was the first patent filed on the ice cream cone?,1903|1902|1904,1904,the first patent filed on the ice cream cone  in 1904 ,4
1616,factoid,When is Gerald Ford's birthday?,"July 14, 1913","July 14, 1913","Gerald Ford 's birthday is in July 14, 1913 ",0
2341,factoid,When was barbed wire invented?,1867,1867,barbed wire invented  in 1867 ,0
2226,factoid,When was abortion legalized in the U.S.?,1973,1973,abortion legalized in the U.S.  in 1973 ,1
2242,factoid,What chemical is in chocolate that helps with depression?,phenylethylamine|dopamine|serotonin,phenylethylamine,phenylethylamine  helps with depression,0
2294,factoid,What continent is India on?,Asia,Asia,Asia  continent is India on,122
1484,factoid,What college did Allen Iverson attend?,Georgetown,Georgetown,Georgetown  college did Allen Iverson attend,0
10089,factoid,when did the biggest underground terror attack happen?,2005|2004,2004,the biggest underground terror attack happen  in 2004 ,37
2320,factoid,When was the first TV invented?,192[567],1926,the first TV invented  in 1926 ,2
1451,factoid,Where was the first McDonalds built?,"California|San Bernardino( , Calif.)?",San Bernardino,the first McDonalds built  in San Bernardino ,3
1721,factoid,How far is the pitchers mound from home plate in softball?,46\s*f(ee|oo)?t,46 foot,far is the pitchers mound from home plate in softball   46 foot ,14
1755,factoid,What was the profession of American patriot Paul Revere?,silversmith|engraver,engraver,engraver  was the profession of American patriot Paul Revere,7
10083,factoid,what is the national anthem of czech republic?,Kde domov m[uů]j|Where is my home,Where is my home,Where is my home is the national anthem of czech republic,3
1478,factoid,"What is the name of the heroine in ""Gone with the Wind""?",Scarlett,Scarlett,Scarlett is the name of the heroine in `` Gone with the Wind '',65
1410,factoid,What lays blue eggs?,Ameracuana|Aracuana|Starlings |The Ameraucana| bluebird eggs,Starlings ,Starlings  lays blue eggs,9
2169,factoid,What day did Pearl Harbor occur?,"Dec\s?(ember|.) 7,?|Sunday|1941\-12\-07",Sunday,Sunday  day did Pearl Harbor occur,0
10102,factoid,who invented the tesla coil?,Nikola Tesla,Nikola Tesla,Nikola Tesla  invented the tesla coil,8
1954,factoid,What country made the Statue of Liberty?,France,France,France  country made the Statue of Liberty,20
2074,factoid,How tall is the tallest pyramid?,14[67].*\bm|481\s*f(ee|oo)?t|13[89].*\bm|455\s*f(ee|oo)?t,455 ft,tall is the tallest pyramid   455 ft ,43
2036,factoid,How many counties are in California?,58,58,counties are in California   58 many,0
1421,factoid,When did Mike Tyson bite Holyfield's ear?,1997,1997,Mike Tyson bite Holyfield 's ear  in 1997 ,30
10008,factoid,What color is the computer which beat Kasparov at chess in 1997?,blue,blue,blue  beat Kasparov at chess in 1997,47
2119,factoid,When is Jennifer Lopez's birthday?,"July 24,?|1969",July 24,Jennifer Lopez 's birthday is in July 24 ,1
1542,factoid,Where is Hill Air Force Base?,"Ogden,?|Utah|about 120 kilometers west of Salt_Lake_City",about 120 kilometers west of Salt_Lake_City,Hill Air Force Base is in about 120 kilometers west of Salt_Lake_City ,0
1697,factoid,Where is the Statue of Liberty?,N(\.|ew)\s?Y(ork)?|Liberty Island|the United States,Liberty Island,the Statue of Liberty is in Liberty Island ,25
2061,factoid,What court case overturned Plessy v. Furgeson?,Brown vs?. Board of Education,Brown vsP Board of Education,Brown vsP Board of Education  court case overturned Plessy v. Furgeson,14
1705,factoid,What is rum made out of?,molasses|sugar cane|sugarcane juice,sugarcane juice,sugarcane juice is rum made out of,4
10034,factoid,When was Google founded?,1998,1998,Google founded  in 1998 ,10
1676,factoid,When was liquid water found on Mars?,"June 2[12]\s*,\s* 2000|2012|1965|September 28 2015",1965,liquid water found on Mars  in 1965 ,204
1775,factoid,What is a group of antelope called?,herd,herd,herd is a group of antelope called,8
1457,factoid,Who succeeded Ferdinand Marcos?,Corazon Aquino,Corazon Aquino,Corazon Aquino  succeeded Ferdinand Marcos,10
2326,factoid,How far is it from the pitcher's mound to home plate?,"60\s*('|f(ee|oo)?t).*6\s*(in|"")|18.4\s*m",60 s    f ee oo  t   6 s  in    18 4 s m,far is it from the pitcher 's mound to home plate   60 s    f ee oo  t   6 s  in    18 4 s m ,70
2035,factoid,How many stomachs does a cow have?,four|\b4\b,4,stomachs does a cow have   4 many,0
2244,factoid,What dress size was Marilyn Monroe?,\b(14|12|8|4)\b,8,8  dress size was Marilyn Monroe,30
1694,factoid,What year did California become a territory?,1848,1848,1848  year did California become a territory,1
2271,factoid,What class of drug is Xanax?,.*anxi.*|psychoactive|Benzodiazepine,Benzodiazepine,Benzodiazepine  class of drug is Xanax,84
1825,factoid,What year did Nintendo 64 come out?,1996,1996,1996  year did Nintendo 64 come out,0
1518,factoid,What year did Marco Polo travel to Asia?,1271,1271,1271  year did Marco Polo travel to Asia,42
1514,factoid,What is Canada's most populous city?,Toronto,Toronto,Toronto is Canada 's most populous city,63
2228,factoid,What country was the Battle of Verdun fought in?,France|The Battle of Verdun 1916\.,The Battle of Verdun 1916.,The Battle of Verdun 1916.  country was the Battle of Verdun fought in,10
1687,factoid,What president declared Mothers' Day?,Wilson,Wilson,Wilson  president declared Mothers ' Day,52
1589,factoid,Who was the only golfer to win the U.S. and British Opens and amateurs in the same year?,Bobby Jones|Jones,Bobby Jones,Bobby Jones  was the only golfer to win the U.S. and British Opens and amateurs in the same year,8
1701,factoid,Where was President Lincoln buried?,Oak Ridge Cemetery|Illinois|Springfield,Illinois,President Lincoln buried  in Illinois ,42
1691,factoid,"Where was the movie ""Somewhere in Time"" filmed?",Grand Hotel|Mackinac Island,Grand Hotel,the movie `` Somewhere in Time '' filmed  in Grand Hotel ,10
10027,factoid,What is the name of the longest running soap opera TV series?,Coronation Street,Coronation Street,Coronation Street is the name of the longest running soap opera TV series,39
2313,factoid,What does an English stone equal?,14 pound|6.*(kg|kilogram),14 pound,14 pound does an English stone equal,32
2107,factoid,What is the currency of Denmark?,kroner?|DKK,kroner,kroner is the currency of Denmark,9
1749,factoid,When was Sputnik launched?,1957,1957,Sputnik launched  in 1957 ,17
1523,factoid,What percent of the U.S. is African American?,12(\.2)?\s*(percent|%)|13\.2\%|between 12\.3 and 13\.2,12.2 %,12.2 %  percent of the U.S. is African American,278
2392,factoid,When was the Red Cross founded?,1859|186[234]|1919,1859,the Red Cross founded  in 1859 ,3
2101,factoid,What country was Catherine the Great from?,Prussia|Russia,Prussia,Prussia  country was Catherine the Great from,28
2151,factoid,What cathedral is in Claude Monet's paintings?,Rouen,Rouen,Rouen  cathedral is in Claude Monet 's paintings,30
10107,factoid,who received the Nobel Prize for Physiology and Medicine in the year 2012?,((Gurdon|Yamanaka).*){2},  Gurdon Yamanaka     2 ,  Gurdon Yamanaka     2   received the Nobel Prize for Physiology and Medicine in the year 2012,15
1945,factoid,When was Adolf Hitler born?,1889|20 April,20 April,Adolf Hitler born  in 20 April ,6
1857,factoid,What is the length of Churchill Downs racetrack?,seven furlongs|1.* mile|2 k(ilo)?m(eters)?,seven furlongs 1   mile 2 k ilo  m eters  ,seven furlongs 1   mile 2 k ilo  m eters   is the length of Churchill Downs racetrack,25
2217,factoid,What country does Greenland belong to?,Denmark,Denmark,Denmark  country does Greenland belong to,107
1510,factoid,Where is Anne Frank's diary?,Amsterdam|Anne Frank House|the Netherlands,Amsterdam,Anne Frank 's diary is in Amsterdam ,69
1469,factoid,When did Alexandra Graham Bell invent the telephone?,1876,1876,Alexandra Graham Bell invent the telephone  in 1876 ,100
10062,factoid,how many lines per page are in Gutenberg bible?,\b42\b,42,lines per page are in Gutenberg bible   42 many,21
10067,factoid,in which country was microsoft founded?,\bU(nited|\.)?\s*S(tates|\.)?\b,U S,U S  country was microsoft founded,0
