stars,advantage,drawback,text
4,"ціна, дизайн",батарея,"купляли зі знижкою, на таку ціну телефон бомба. Дуже подобається дизайн задньої панелі. В комплектацію входив бампер, класно, але краще б він був просто прозорий, а не у прямокутниках, так не дуже видно рельєф задньої кришки. Погано лише, що ємність батареї низька, але якщо використовувати лише дзвінки та скайп, то на день вистачає."
3,2Gb/16Gb - шустрий телефон й приємний дизайн. Але...,"wifi дуже погано ловить навіть через шибу. Інші телефони в цьому ж приміщені нормально ловлять той самий сигнал навіть через стіни. Чомусь часто сильно або не дуже, при викненому звуку в додатках чи в ютубі, сильно хрипить динамік телефону. Коли звук ключити то він також хрипить але звук перебиває трохи цей шум. Батареє відносно швидко розряджається. Камера дуже простенька (ультрабюджетна)",Оновлення повітряного ніякого немає. Можливо це лише мені трапився телефон з проблемами але хочу спробувати повернути його.
5,Ненада він,Неподобається,Я хочу відмовитися від телефона
2,"ціна,дизайн,продуктівність.",батарея.,Пропрацював усього 16днів!!!!! Чому так не знаю???
5,,,"Суперський смартфон!!! До цього був Meizu U10, теж телефон був супер, але цей набагато кращий. Фотки на екрані як живі, камера більш чітка та з більшою глибиною різкості! Короче беріть, не пошкодуєте"
4,Доступна вартість. Зручно користуватися,Швидко сідає батарея,"Купили чоловікові. Спробували його в роботі, сподобався, то купили і доньці підліткового віку. Зручний, стильний. Нарікань не маємо. Зі звуком, як у інших коментарях проблем не виявили. За таку ціну гарний телефон. Рекомендую тим хто не має можливості купити дорогий смартфон"
2,Низька ціна,Слабкий мікрофон,"Слабкий мікрофон, погано чують інші при розмовах, зв'яок тут непричому"
3,Гарний зовні. Гучний. В подарунок стартовий пакет.,Сенсор,Сенсор залишає бажати кращого...За ніч телефон втратив 10 % заряду просто без дій. Все інше нібито в нормі.
4,За такі гроші добрий телефон дочка вже третій місяць користується без нарікань,не виявив,Нормальний телефон за таку ціну
5,,,Не поганий бюджетний телефон поки працює чудово проблем з ним не має Сподіваюсь так буде і надалі!
4,"Хороший дівайс-пристрій. Організація доставки - відмінна. Як себе зарекомендує в експлуатації, покаже час.",На сьогоднішній день зауважень не маю до смартфона DOOGEE X6 з операційною системою Android 6.0,Бажаю працівникам інтернет - магазину РОЗЕТКА працювати виключно в правовому полі держави Україна і вітаю з наступаючими Різдв'яними і Новорічними Святами.
4,"Великий яскравий екран, акумулятор довго тримає заряд.","Камера робить темні фото у приміщенні при штучному освітленні, малий об'єм внутрішньої пам'яті. Немає навушників у комплекті.","Цілком пристойний бюджетний смартфон за такі гроші. Придбав для дитини, бо старий телефон наказав довго жити. Доставка була зроблена в неділю, майже вчасно. Користуємося тиждень, поки нарікань немає. Захисна плівка була одразу наклеєна на смартфон."
5,,Не виявленні,"Хороший малобюджетний телефон з багатофунційними можливостями,рекомендую всім.Є все і навіть більше за такі гроші.ПРОСТО СССУУУППЕЕРРР!!!Дякую магазину ROZETKA-ви молодці!!!!!"
5,,,Користуюся смартфоном майже півтори роки. Нарікань не маю. Смартфон відповідає всім своїм характеристикам за таку вартість. Зі звуком проблем нема. Камера при хорошому освітленні виправдовує свої параметри. Батареї при інтенсивному використанні вистачало майже на два дні. Зараз максимум 6 год.При заповненій памяті телефона і флешки на 32гб телефон тільки трохи підвисав.
2,нема,смартфон не заряджається,пише заряджається а по факту батарея заряд не бере стояв на зарядці усю ніч
5,.,.,Си буде телефон ще у наявності та коли?
5,Великий екран,Ще не виявили,"Звичайний телефон для своєї цінової категорії. Сподіваюсь, що працюватиме довго."
5,Ціня. Батарея. Розмір екрану. Вага.,Поки не виявили.,Чудовий телефон за свою ціну.
5,"Дешева ціна, не тупить, екран, батарея",Поки не помітив,"Отримав свій телефон, все швидко, апарат достойний уваги, швидкий, екран великий, зручний у використані, прислали з андроїдом 6.0, хочя мав бути 5.1 приємно вазило, захисна плівка, не гріється коли граєш, камера нормальна, ціна за такий телефон просто халява"
2,приємний дизайн із заокруглеми,слабка батарея,"Користуюся тиждень. Дуже слабка батарея. Вистачає фактично на день при помірному користуванні: пару дзвінків, кілька разів на пару хвилин зазирнути в нет. все. Заряджається з 0 до 100 близько 3 годин. Через зовнішній динамік поганий звук, у навушниках цілком нормальний. Слабенький вібро. Камера за такі гроші більш-менш, фронталка не дуже, але шикарні фільтри витягнуть селфі. Все б нічого, якби не така слабка батарея"
3,Майже все ідеально,Безперестанку шукає сімки,"Купував на розетці , телефон прийшов швидко , але наскільки я вичитав в інтернеті сам оболочка не дуже. В моєму випадку телефон просто виключав та включав сімки безперестанку. Через що були постійно поза зоною і позвонити було не реально. Після перезавантаження телефону або виключення примусово через настройки сімок все ставало на свої місця. Потім через деякий час дії повторювались. Висновок такий якщо ви маєте час бавитись з такого роду проблемами тоді можете купувати якщо ні то краще візміть М3 Note який працює стабільно."
5,"Стильний, дуже крутий звук з динаміків,кольори екрану насичені, ігри ""літають"",ціна.",за таку ціну?це той самий айфон 7,беріть.навіть не думайте!
4,"Ціна, дизайн, характеристики.",Славнозвісна прошивка МЕЙЗУ!,"Нормальне відношення, ціна і якість!."
4,"Дизайн, ціна, якість",поки не виявив,"Телефон прийшов сьогодні, перші враження хороший дизайн, шустрий."
1,"Приємна ціна для такого смартфону, з такими технічними характеристиками!",Даний телефон відмовився приймати SIM-карту! Тому мені згодом повернули кошти!,Варто купувати такі смартфони лише в перевірених торгових мережах! Купувати щось далі в MELOFONE Вам не заджу!
5,Поки не знаю,Поки не знаю,У вас на сайті 2 товари під однією назвою та з рі знимицінами в чому різниця?Meizu M5 Note 3/32GB GrayMeizu M5 Note 32GB Grey (Международная версия)
3,,Швидко розряжається,"Все подобається, але швидко розряжається, може щось порадите?"
5,,,Яка прошивка стоїть.
3,,,"телефон за продуктивністю працює чудово і батарея норм,але основна камера знімає паршивенько,камера для селфі краще знімає ніж основна,і це звісно мінус для такого телефона,щось китайці недопрацювали"
5,,,А він тільки в чорних кольорах?
1,ціна,"камера не працює як належить, програми не працюють як треба","камера фотографує не завжди, спалах спрацьовує, а заходиш в галерею фото немає. програма вайбер встановлюється, а до кінця дня перестає працювати. радіо теж не працює на екрані ніби працює, а в навушниках тільки шум."
4,,,яку якість відео підтримує телефон?
3,"якісна збірка, недорогий","Екран, пам'ять","Цікавий, недорогий смартфон, приємний дизайн (брав в блакитному оформленні). Якісна збірка (фірма USA, але зроблено в China). Сподобалося, що неперевантажений зайвим софтом, камера спереду й іззаду має світлодіодні спалахи. В комплекті гарнітура, зарядка (потрібен перехідник на наш тип розетки, бо у нього пласки штирі), захисна плівка (мені здалося, що не дуже якісна - края не притискалися нормально - купив більш якісну - приклеєлося відмінно)! Пам'яті небагато, але для серфінгу, невеличких ігр, музики, ну й телефону достатньо! Під час зарядки - підгальмовує, але так в багатьох. Екран заявлений як IPS, але таким не є - TN-матриця (кути огляду відповідні), хоч і непоганоі якості! Беручи до уваги ціну й якість - достойний смарт початкового рівня!"
5,,,"Купляв телефон на подарунок. Зовнішній вигляд на 5 , відбитки пальців збирає дуже добре, який він не суперовий, але потрібен бампер чи чохол. Екран гарний, одна сенсорна кнопка-сканер з приємним вібро-відгуком. Камера посередня, знімає вдень набагато краще ніж вночі. Своїх грошей вартує, але з таким телефоном треба бути обережним."
5,"Швидка зарядка, зручний інтерфейс, зручний у руці, стильний",ще не виявила,"Користується дочка майже рік, телефоном задоволена, як зовнішнім виглядом, так і внутрішнім наповненням."
2,"Красивий, приємний в руках, камера","БАТАРЕЯ, інколи підвисає, дуже легко зарапається, дуже довго заряджаєтся, не заряджає при користуванні телефоном, ПК не розпізнає телефон, а телефон навіть не замічає ПК","БАТАРЕЯ! що з цією батареєю не так!? заряд падає як зірочка з неба, у спячом режимі з виключинем wf і 3g за ніч падає до 50% батареї, а при заряді 10% падає до 0% меньше ніж за 30 секунд, як мені в дорозі з ним бути? ПаверБанками обмазуватись? Зарядний пристрій не заряджає при користувані телефоном!"
5,Дизайн,нет,"В цьому телефоні є українська клавіатура чи ні? І ще чи можна зробити меню, щоб воно було на українській чі на російській мові?"
5,,,"А чи може бути цей телефон в магазині, чи його тількі замовляти можна?"
5,"Ще не придбала, не знаю.","Ще не придбала, не знаю.","Добрий день, я хотіла запитати в міжнародній версії є українська версія чі можна замовляти не міжнародну?"
5,Ціна. якість .камeра. за такі гроші ... щось подібнe важко знайти із такою начинкою..,Батeрeя.зарядка. Нe було навушників в комплeкті ..,"Тeлeфон сподобався, звичайно відбитки збирає просто ужас, довeлося замовляти бампeр, нажаль нe з розeтки а з постороніх сайтів так як іх нeма на розeтці .. тeлeфон заказав в понeділок в сeрeду вжe був у мeнe. Один нюанс який мeні нe сподобався цe пeрeходник на зарядному, як він тримався, довeлось приклeіти його."
4,"Дизайн, швидкість",Зникла гучність,"Доброго дня. Замовили meizu u10 на розeтці. Одразу закохолись в його дизайн, скляний корпус. Дужe зручний у руці. Швидкий. Алe... чeрeз кілька тижнів користування зникла гучність дзвінків, мeлодій, і навіть клавіатури. Вона є , алe грає дужe ,дужe тихо. Гучність ввімкнeна на 100відсотків. Дужe шкода. Можe хтось можe підказати , що з цим робити？"
3,Дизайн 1:1 Aplple iPhone 4Матеріали скло та металЯскравий та чіткий дисплейШвидка роботаЗручний розпізнавач відбитків (який працює краще ніж на 5 iPhone!)Оболонка FlyMe,Перестав працювати тачскрін через тижденьПерестав заряджаться в ввімкненному стані через тиждень,"Мені як шанувальнику бренду Apple ще рік назад хтось би сказав що я куплю Meizu)))) Але придбав. До цього були iPhone 4s/5s. Але на них був маленький екран і рефнуті акумулятори - жахливі! Так от Meizu очами ""айфономана"". На моє здивування мені сподобалось все!!! Дизайн і передрані функції з айфона. Тобто починаючи від скрепки і нерозбірного корпусу, закінчуюючи всього однією кнопкою як і на айфон. Тобто звик дуже швидко. Апарат просто літає!!!!! АЛЕ!!! Вчора перестав працювати тач. Перезавантаження телефону з кнопки допомогло. АЛЕ! це ще не все - перестав заряджатись в ввікненному стані((((( Тільки чити з інденерним меню допомогли. ДУЖЕ НЕПРИЄМНО! А так апарат класний і мені дуже подобається в ньому все! Сподіваюсь таких глюків більше не буде!"
5,"Стабільність, потужність та звісно вигляд.","Попередній Meizu M2 і в дочки Meizu M3s мені здається приємніше тримати в руці через заокруглення країв задньої кришки. Тут же відчуваються на дотик краї металевої рамки. Дискомфорту це не створює і можливо з часом просто звикну. Проте тут же і плюс, через скляну поверхню задньої кришки не сковзає в руці.","Користуюсь телефоном тиждень. Все працює чудово. Покупкою задоволений. Хочу також подякувати Розетці та Євромарту за гарантію і повідомити, що вона дійсно працює і можна сміло купувати тут телефони. До цієї покупки тут 10 місяців тому купив Meizu M2 16GB Grey. Телефон працював відмінно, але чомусь з правого краю екрану проявилась жовта смужка. Відправив на сервіс і мені без зайвих розмов на картку повернули в повному об'ємі кошти витрачені на нього. Після чого я додав 200 гривень і придбав тут же Meizu U10, оскільки в попередньому телефоні від Meizu мене влаштовувало усе і стабільність роботи і потужність і зручність оболонки flyme. Також дуже звик до операцій із заблокованим екраном, таких як розблокування по подвійному дотику чи виклик необхідної програми провівши відповідну літеру по заблокованому екрану пальцем - це дуже зручно коли телефон на столі."
5,Ціна - якість.,"Як на мене то майже відсутні. Хочеться щоб звук вхідного дзвінка грав зразу гучно, а не поступово збільшуючись, бо вже 10 років ставлю один і той же звук, так от на вулиці коли я почую що мені хтось дзвонить, то вже пізно брати слухавку. В налаштуваннях нічого такого не знайшов.У мене з перекиданням музики заморочки, потрібно ще розібратись бо по кабелю її в одну папку зберігає, через закачку з інтернету в іншу, а по ""блютуз"" в третю. Потім шукати довго доводиться.","Брав на заміну старенькому Huawei U8812D. Повністю задоволений. Окремо придбав на нього скло та бампер. Всі знайомі, хто вперше у мене його бачить, думають що Айфон."
5,10 із 10.,Немає.,Дякую магазину Розетка та кур'єрській службі. Все на висоті. Телефоном задоволені!!!
5,,,А есть джипіес навигатор
5,"дизайн, х-ки, ціна",Нема чехлів,"Підкажіть, будь ласка, реально під u10 знайти чехол? Так як в нього камера збоку, а у всіх інший Мейзу по середині, не можу знайти чехол під цю модель."
5,"Камера, звук, швидко заряджається. майже усе",Нема української геолокації та українського інтерфейсу...,"Все подобається, але як додати українську геолокацію та інтерфейс українською?"
4,Процесор. Оперативна та постійна пам'ять. Дисплей,Камера могла бути краща.,"Телефон красивий, характеристики класні. Хто купив є питання- після купівлі версія 16s. Чи будуть приходити на неї ОТА оновлення? Здивувало що з включення була українська мова. Як вроді прошивали її."
5,"Хороще желізо за такі гроші , екран ,хороший звязок в плані дзвінків, хороша гучність динаміка, комплектація чехол плівка ( чи скло не розібрався) .","Середній прийом вайфаю, дуже нагрівається при іграх з використанням моб.інтернету , слабувата батарея для такого агрегату хотяб 4000 і більше.",В цілому дуже задоволений. Хорошший делефон .
5,,,"Прикольний телефон. Головне, що здивувало це батарея - тримає дні два спокійно, це при тому, що і в інернеті сижу, і в ігри граю, і музику слухаю, і говорю. Камера фотографує нормально, звісно, фото не виходять,як професійні, але все таки фото гарні виходять. Мене все цілком влаштовує."
2,камера,"батарея,при кожній перезагрузці приходилось перезагружати і карту пам*яті","Купив рік назад. Вже в ремонті по гарантії. Телефон погано заряджався. За 4 години ледь доходило до 3%. Перепробував багато різних зарядних,не допомогло. В виключеному стані заряджався до 50% і одразу заряд падав до 7%. Деякі додатки і програми зависали,приходилось перезагружати телефон. При кожному включенні приходилось в налаштуваннях вимикати і вмикати карту пам*яті. Не можливо закинути фото в соц.мережі. Тільки через галерею. В самих додатках висвічувалось,що фото не існує. Камера не погана."
5,,,Коли заявиться а продажі ?
5,"Якість, ціна",Немає,"Телефон повністю відповідає заявленим характеристикам, з включеним інтернетом + розмови батарея тримає заряд 2 доби!!! Екран яскравий, звук при розмові ніби трохи тихий, може не звик ще. Взагалі прекрасний варіант за таку ціну, користуюсь тиждень, нарікань немає. Рекомендую купувати."
5,"Співвідношення ціни та якості, IPS дисплей, батарея.","Якщо брати до уваги ціну, то недоліків немає.","Сьогодні кур'єр доставив мені цей телефон. Колись користувався Lenovo p780, тому можу порівнювати тільки з ним. Відразу сподобався дисплей, за таку суму я очікував чогось гіршого, дизайн корпусу простий, але це перевага. В комплекті є друга кришка, мені вона не дуже потрібна, але приємно. Швидість реакції ОС також сподобалася, звичайно, видно, що оперативної пам""яті замало для сучасного інтернету/додатків, але звертайте увагу на ЦІНУ. Якщо не відкривати одночасно мільйон додатків, не забивати оперативну пам'ять, то нічого виснути не повинно. Динамік гучномовця звучить не дуже (музику з нього не вийде послухати, але чи треба?), але для розмов якраз. Камера якості, яка відповідає ціні. Надіюся, що і в подальшому телефон буде працювати з такою ж швидкістю відгуку. Задоволений покупкою, основне питання в тому, щоби він так же добре працював і далі."
5,Оптимальна ціна,Не виявлено...,Він в мене перший з таких... хай звучить: незрівнянний...
1,-1,прислали телефон не вмикається,"Хотів мамі зробити на день народження подарунок, прислалли телефон навіть не вмикнуся. Дукую за такий хороший подарунок"
5,"стильний, швидкий,хороша камера",Недоліків так і не знайшла,Крутий телефон за адекватну цінуДивіться мій огляд смартфону Ergo A503 Optima Dual Sim Black#мояраспаковка
5,"Задня кришка двох кольорів, працює непогано, шустренький бюджетний телефон",Не виявлено...,Телефон чудовий.
5,"Подобаєтся майже все, камери, якість звуку, батарея.",Дисплей,"Купував тут на розетці. Телефон отримав за 2 дні. Сподобався великий дисплей, також камери (знімки виходять якістні). Фільми, музика, інтернет, ігри все тяне відмінно, процесор справляєтся добре. В комплекті отримав додаткову задню кришку золотистого кольору та захистне скло. Єдине що засмутило це дисплей: коли зробити яскравість на всю то на єкрані з'являються якісь красні полоски.Загалом телефоном задоволений. Дякую Вам Rozetka :)"
5,"В коментарі все описав, тут тільки зазначу, що мене потішило те, що наявна україномовна прошивка)","Після оновлення прошивки залишились китайські ієрогліфи в написі ""Потягніть, щоб розблокувати"". Сподіваюся, що пофіксять.","Телефон подарували, купувався тут.Переходив із кнопкового Nokia. Функціонал даного телефона спочатку збив мене з пантелику: і компас, і пульт (Mi Remote), і фронтальна камера, і тисячі функціонально багатих додатків... Для когось це вже довгі роки звичайнісінька буденність, для мене ж неабиякий ривок у технології)Прошивкою MiUI мене лякали, казали, що глючить, лагає, непотрібна і тому подібне. Однак для мене така техніка нова, на повну потужність її не використовую, тому все спокійно собі працює. З 2ГБ оперативної пам'яті доступно для використання 600МБ - 1ГБ, не знаю, багато це чи мало. Вимогливі іграшки на ньому не грав, хоча помітив що після тривалого використання має слабку тенденцію нагріватись, про що сповіщує і MiUI.Камера на 13 мегапікселів вразила мене своїми можливостями в порівнянні із 2 МП камерою на попередньому телефоні. Однак в напівтемряві вона така ж малоефективна.Батарея тримає години 3, якщо користуватись постійно, якщо ж він більшість часу вимкнений, то працює й весь день. Заряджається орієнтовно ті ж 3 години.Засмутив мікрофон, у скайпі співбесідник у навушниках казав, що я розмовляю наче з-під води. Хоча в звичайних телефонних розмовах мене нормально чути.В цілому - чудовий бюджетний (тримав в руках інші, тому маю з чим порівнювати) смартфон від китайського виробника, який гарно підійшов мені і дає багато можливостей."
5,"Легкий, гарно сидить в руці, на свої гроші навіть дуже хороший. Хочу придбати новий телефон цієї ж фірми (надіюсь інші будуть такої ж якості)",Корпус легко царапається бо він пласмасовий. Треба носити в чехлі.,"Телефон просто ідеальний. Працює 10 місяців. Зауважень нема ніяких. Перевірений іграми, сидінням в інтернеті. Батарея витримує на день безперервної роботи. Трішки гріється процесор коли граєш потужну гру. Камера непогана, проте коли темно якісь фото падає. Коли купив був 6.0 андроїд, поступово сам обновився до 7."
5,,,Працює понад півроку без нарікань! Рекомендую!
5,"Камера, батарея, звук, швидкість роботи, доступна ціна","Або карта пам'яті і одна сімка, або дві сімки","Чудовий телефон за доступну ціну, відповідає заявленим характеристикам, швидка доставка."
4,,,"Скажіть, будь ласка, які навушники-вкладки непоганої якості підходять до даної моделі? Хто які купував і які враження?"
1,,"Одноразовий телефон, зламався з 2 тиждні","Телефон зламався після 2 тиждній користування, переривається звук після 30 секунд розмови, співрозмовники не чують один одного. Але питання, до кого тепер звертатись по гарантійному ремонту? До розетки чи до Euromart?"
4,,,смарт за свої гроші
5,Якість = ціна.,Покищо не замітив.Одне - він дуже ховзкий(скользький).,Все працює швидко.
5,,За 2 місяця незнайшла недоліків.,"Була дуже приємно здивована. Телефон швиденький, гарненький. За такі гроші себе виправдовує!!!"
5,,,Подобається. Дякую
5,"екран, швидуість реагування н дотик ціна",Поуи не знайшов,Все супер.Дякую розетці
4,"Батарея, ціна відповідна товару!",Брязкіт камери і не дружить з водафон!,Телефоном задоволений! Повного заряду вистачає на півтора дня не дуже інтенсивного використання! Доставили на сьомий день!
4,,,Покупкою задоволений!
5,"IPS екран, 32 гіга пам`яті, в приципі все добре на такий бюджет",2 гіга оперативної пам'яті трохи замало для сучасних потреб,"Купували дружині. В цілому всім задоволені, працює без глюків та збоїв, зі всім справляється на ура. За такі грощі маюуть найкраще поєднаня ціна-якість. За пів року користування жодних проблем не виникло. Можу зазначити, що купили точно такий самий моєму батькові і також не виникло жодних проблем у користуванні."
5,Поки все переваги,Побачим як буде далі!,"Телефон хороший. Дуже шустрий, не тормозить. Екран яскравий, на сонці видно добре. Мережу ловить добре. Інтернет 3g працює прекрасно, навіть у місцях де раніше у мене були проблеми з покриттям."
4,,,"Вітаю власників продукції Xiomi... Хотів би дуже коротко зазначити про недоліки телефону Redmi 4A 2/32, які важко помітити при покупці. Користуюся телефоном місяць і наразі є чотири моменти, які не задовільняють... 1) Запис звуку під час зйомки просто жахливий у всіх режимах відео.2) Відсутність можливості відключення блокування екрану(після пробудження кнопками потрібно ще проводити по сенсору)3) Некоректне регулювання гучності навушника при розмові(на мінімалній гучності багато звуку)4) Мабуть банальний момент, але після заряду попереднього телефону, який витримував двотижневий термін користування, тут важко психологічно перелаштуватися до заряджання пристрою щодня, як мінімум... Решта характеристик телефону повністю задовільняють. Про наступні незручності користування (якщо такі матимуть місце), напишу у подальших відгуках!!! Усім задоволення від життя та від використання технологічних благ суспільства !!!"
5,"У телефоні все подобається. Зручний, звук добрий, зв'язок досить стабільний навіть в ""лимарях"", куди часом заносить робота, пам'яті багато, так що спокійно поставив дві сімкарти без карти пам'яті. Швидкий, яскравий, розблоковується подвійним дотиком. Батарея теж не засмучує. На день розмов,трохи інтернету та іграшок вистачає. Коли увімкнено навігатор, то сідає, звичайно, швидше.","Було б добре, щоб на ньому вже була захисна плівка чи скло. Вже місяць користуюсь не знімаючи тимчасової плівки, а нову поставить не має часу.",На свої гроші телефон цілком задовольняє потреби.Користуюсь місяць і суттєвих недоліків не помітив.
5,,,"Смартфон бомба) дуже жвавий. Користуюся вже пів року нічого нетормозить. Камера радує. Звісно нічна зьомка недуже( але за такі гроші це, недивно) дена зйомка чудова, порівнював з джі7 нічим неуступає! Ігри тяне чудово) всім рикоминдую цей смартфон)"
5,"Камера гарна , батарея довго тримає .",Дизайн не зовсім порадував . Бракує сканера . Фокус не завжди спрацьовує . Часто зникає мережа,Чудовий телефон . Вже майже рік користуюся
5,,"погано закріплена лінза основної камери, тай сама камера мабуть також бо є характерний звук","смартфончик супер, користуюсь 5-й місяць, за весь час двічі підвисав але лише на декілька секунд, в загальному покупкою задоволена"
5,,,Хароший телефон за таку ціну. Доставили на 6 день.
5,легкий у використанні.елегантний,не виявила,чудовий телефон.купила два на подарунок і один собі.всі задоволені.шкота тільки що мтс немає автоматичних налаштувань на моб інтернет
5,"Екран, швидкість роботи, ціна",Тихуватий звук на записі з камери. Але це не велика проблема,"Користуюся 2 тижні. Задоволений дуже. За 110 баксів - шикарне рішення. Екран дууже здивував: яскравий, класний колір. Камери (обидві) кращі, ніж у iPhone 5S. Фоточки норм. Працює дуже шустро, оновлення проходять гладко. Найдовше прожив від зарядки майже 2 доби. Після Samsung s6312 - просто земля і небо. Ще й 7 андроїд обіцяють скоро. Беріть, не пошкодуєте (якщо не хочете тратити на телефон більше $120)!"
5,,,Сколько нужно платить за доставку с Польши?
5,,,Коли з'явиться смартфон кольору Gold?
5,"Ціна, Пам'ять 32, Камера досить хороша, екран, 2сімки","2 гб озу, гріється","Хороший телефон, камера хороша, пам'яті багато(доступно десь 25гб) ще й можна добавити, 2 сімки, корпус виглядає трохи ненадійним і залишються. Екран хороший. MIUI приємна штука, досить комфортно користуватись. Звук чіткий, при розмові все добре чути. Зв'язок нормальний. Батарея довго тримає, за 10год - 25% витратив (налаштовував, скачував, синхронізував, бекапи ітд). 2гб озу маловато, але вистачає, щоб без тормозів працював. Якщо запустити якусь нормальну гру, починає грітись.За таку ціну найкращий варіант. Доставили за 4 дні, кур'єр попередньо узгодив час, проблем ніяких не виникло"
4,Швидкість. Ціна,Не знаю як переносити додатки.. Більше не найшов,Купив телефон не тут. За такі гроші досить хороший телефон. Тільки скажіть як переносити додатки с телефона на карту
5,"Красивий, гарний екран, шустрий.","Тіки купили, ще непомітно.","Телефон красивий. Екран гарний, сенсор працює добре. Гарно лежить в руці. Селфі досить достойні, в інтеренті серфити комфортно. Відео на ютубі теж чіткі, ловить вайфай добре."
2,Швидкий. Стабільний.,Погана камера! 0 начинки і програм. Не зручний в користуванні!,Краще взяти щось інше...
